t,ia,ib,ic,vsq,vsd,speed,angle,output
7.54,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,710.3613644,0
7.55,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,711.3038421,0
7.56,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,712.2463199,0
7.57,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,713.1887977,0
7.58,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,714.1312755,0
7.59,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,715.0737533,0
7.6,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,716.0162311,0
7.61,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,716.9587089,0
7.62,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,717.9011867,0
7.63,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,718.8436645,0
7.64,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,719.7861423,0
7.65,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,720.7286201,0
7.66,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,721.6710979,0
7.67,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,722.6135757,0
7.68,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,723.5560535,0
7.69,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,724.4985313,0
7.7,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,725.4410091,0
7.71,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,726.3834869,0
7.72,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,727.3259647,0
7.73,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,728.2684425,0
7.74,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,729.2109203,0
7.75,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,730.1533981,0
7.76,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,731.0958759,0
7.77,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,732.0383537,0
7.78,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,732.9808315,0
7.79,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,733.9233093,0
7.8,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,734.8657871,0
7.81,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,735.8082648,0
7.82,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,736.7507426,0
7.83,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,737.6932204,0
7.84,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,738.6356982,0
7.85,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,739.578176,0
7.86,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,740.5206538,0
7.87,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,741.4631316,0
7.88,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,742.4056094,0
7.89,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,743.3480872,0
7.9,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,744.290565,0
7.91,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,745.2330428,0
7.92,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,746.1755206,0
7.93,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,747.1179984,0
7.94,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,748.0604762,0
7.95,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,749.002954,0
7.96,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,749.9454318,0
7.97,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,750.8879096,0
7.98,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,751.8303874,0
7.99,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,752.7728652,0
8,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,753.715343,0
8.01,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,754.6578208,0
8.02,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,755.6002986,0
8.03,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,756.5427764,0
8.04,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,757.4852542,0
8.05,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,758.427732,0
8.06,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,759.3702097,0
8.07,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,760.3126875,0
8.08,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,761.2551653,0
8.09,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,762.1976431,0
8.1,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,763.1401209,0
8.11,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,764.0825987,0
8.12,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,765.0250765,0
8.13,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,765.9675543,0
8.14,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,766.9100321,0
8.15,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,767.8525099,0
8.16,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,768.7949877,0
8.17,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,769.7374655,0
8.18,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,770.6799433,0
8.19,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,771.6224211,0
8.2,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,772.5648989,0
8.21,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,773.5073767,0
8.22,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,774.4498545,0
8.23,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,775.3923323,0
8.24,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,776.3348101,0
8.25,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,777.2772879,0
8.26,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,778.2197657,0
8.27,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,779.1622435,0
8.28,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,780.1047213,0
8.29,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,781.0471991,0
8.3,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,781.9896769,0
8.31,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,782.9321546,0
8.32,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,783.8746324,0
8.33,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,784.8171102,0
8.34,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,785.759588,0
8.35,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,786.7020658,0
8.36,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,787.6445436,0
8.37,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,788.5870214,0
8.38,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,789.5294992,0
8.39,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,790.471977,0
8.4,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,791.4144548,0
8.41,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,792.3569326,0
8.42,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,793.2994104,0
8.43,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,794.2418882,0
8.44,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,795.184366,0
8.45,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,796.1268438,0
8.46,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,797.0693216,0
8.47,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,798.0117994,0
8.48,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,798.9542772,0
8.49,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,799.896755,0
8.5,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,800.8392328,0
8.51,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,801.7817106,0
8.52,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,802.7241884,0
8.53,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,803.6666662,0
8.54,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,804.609144,0
8.55,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,805.5516218,0
8.56,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,806.4940996,0
8.57,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,807.4365773,0
8.58,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,808.3790551,0
8.59,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,809.3215329,0
8.6,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,810.2640107,0
8.61,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,811.2064885,0
8.62,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,812.1489663,0
8.63,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,813.0914441,0
8.64,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,814.0339219,0
8.65,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,814.9763997,0
8.66,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,815.9188775,0
8.67,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,816.8613553,0
8.68,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,817.8038331,0
8.69,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,818.7463109,0
8.7,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,819.6887887,0
8.71,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,820.6312665,0
8.72,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,821.5737443,0
8.73,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,822.5162221,0
8.74,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,823.4586999,0
8.75,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,824.4011777,0
8.76,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,825.3436555,0
8.77,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,826.2861333,0
8.78,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,827.2286111,0
8.79,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,828.1710889,0
8.8,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,829.1135667,0
8.81,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,830.0560445,0
8.82,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,830.9985222,0
8.83,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,831.941,0
8.84,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,832.8834778,0
8.85,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,833.8259556,0
8.86,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,834.7684334,0
8.87,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,835.7109112,0
8.88,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,836.653389,0
8.89,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,837.5958668,0
8.9,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,838.5383446,0
8.91,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,839.4808224,0
8.92,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,840.4233002,0
8.93,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,841.365778,0
8.94,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,842.3082558,0
8.95,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,843.2507336,0
8.96,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,844.1932114,0
8.97,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,845.1356892,0
8.98,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,846.078167,0
8.99,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,847.0206448,0
9,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,847.9631226,0
9.01,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,848.9056004,0
9.02,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,849.8480782,0
9.03,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,850.790556,0
9.04,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,851.7330338,0
9.05,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,852.6755116,0
9.06,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,853.6179894,0
9.07,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,854.5604672,0
9.08,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,855.5029449,0
9.09,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,856.4454227,0
9.1,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,857.3879005,0
9.11,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,858.3303783,0
9.12,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,859.2728561,0
9.13,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,860.2153339,0
9.14,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,861.1578117,0
9.15,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,862.1002895,0
9.16,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,863.0427673,0
9.17,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,863.9852451,0
9.18,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,864.9277229,0
9.19,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,865.8702007,0
9.2,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,866.8126785,0
9.21,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,867.7551563,0
9.22,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,868.6976341,0
9.23,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,869.6401119,0
9.24,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,870.5825897,0
9.25,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,871.5250675,0
9.26,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,872.4675453,0
9.27,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,873.4100231,0
9.28,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,874.3525009,0
9.29,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,875.2949787,0
9.3,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,876.2374565,0
9.31,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,877.1799343,0
9.32,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,878.1224121,0
9.33,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,879.0648898,0
9.34,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,880.0073676,0
9.35,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,880.9498454,0
9.36,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,881.8923232,0
9.37,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,882.834801,0
9.38,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,883.7772788,0
9.39,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,884.7197566,0
9.4,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,885.6622344,0
9.41,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,886.6047122,0
9.42,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,887.54719,0
9.43,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,888.4896678,0
9.44,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,889.4321456,0
9.45,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,890.3746234,0
9.46,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,891.3171012,0
9.47,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,892.259579,0
9.48,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,893.2020568,0
9.49,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,894.1445346,0
9.5,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,895.0870124,0
9.51,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,896.0294902,0
9.52,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,896.971968,0
9.53,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,897.9144458,0
9.54,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,898.8569236,0
9.55,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,899.7994014,0
9.56,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,900.7418792,0
9.57,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,901.684357,0
9.58,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,902.6268348,0
9.59,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,903.5693125,0
9.6,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,904.5117903,0
9.61,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,905.4542681,0
9.62,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,906.3967459,0
9.63,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,907.3392237,0
9.64,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,908.2817015,0
9.65,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,909.2241793,0
9.66,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,910.1666571,0
9.67,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,911.1091349,0
9.68,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,912.0516127,0
9.69,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,912.9940905,0
9.7,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,913.9365683,0
9.71,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,914.8790461,0
9.72,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,915.8215239,0
9.73,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,916.7640017,0
9.74,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,917.7064795,0
9.75,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,918.6489573,0
9.76,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,919.5914351,0
9.77,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,920.5339129,0
9.78,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,921.4763907,0
9.79,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,922.4188685,0
9.8,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,923.3613463,0
9.81,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,924.3038241,0
9.82,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,925.2463019,0
9.83,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,926.1887797,0
9.84,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,927.1312574,0
9.85,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,928.0737352,0
9.86,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,929.016213,0
9.87,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,929.9586908,0
9.88,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,930.9011686,0
9.89,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,931.8436464,0
9.9,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,932.7861242,0
9.91,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,933.728602,0
9.92,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,934.6710798,0
9.93,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,935.6135576,0
9.94,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,936.5560354,0
9.95,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,937.4985132,0
9.96,72.4040265,148.6358579,-221.0398844,118.1265292,214.583604,94.24777961,938.440991,0
9.97,66.87632292,-219.831466,152.9551431,118.1265292,214.583604,94.24777961,939.3834688,0
9.98,-180.61219,207.0589259,-26.44673586,118.1265292,214.583604,94.24777961,940.3259466,0
9.99,225.3603393,-115.1969137,-110.1634256,118.1265292,214.583604,94.24777961,941.2684244,0
10,-184.0284987,-20.66640404,204.6949028,118.1265292,214.583604,94.24777961,942.2109022,0
0,0,0,0,244.9489743,0,0,0,1
0.01,55.48067818,156.5764366,-212.0571148,181.0341639,-93.81054328,158.8543127,0.964323532,1
0.02,2.921773533,-186.9202928,183.9985193,79.98534204,-73.22494025,-249.1252345,1.95566658,1
0.03,-30.59484735,142.9343381,-112.3394907,74.86320471,78.45411014,233.9407468,1.169047699,1
0.04,72.78723661,-17.97244935,-54.81478725,-173.2936119,107.4388692,-3.358199348,1.650140449,1
0.05,-78.31986427,-63.4096467,141.729511,103.5921972,-221.9654403,-233.0206236,1.854330919,1
0.06,25.6970953,182.1012931,-207.7983884,164.3053024,120.7375423,20.60605864,2.257164581,1
0.07,5.981386847,-188.2346738,182.2532869,107.5692285,-13.72617556,-122.4255095,3.372866787,1
0.08,-82.60919969,128.5575355,-45.94833581,-77.1214805,76.23532031,-376.8684784,3.92235096,1
0.09,61.07481331,-29.11223672,-31.9625766,67.75232261,192.3107103,-123.8734601,3.559572272,1
0.1,-82.99137808,-99.11474064,182.1061187,-203.2827325,-136.6606406,14.15042302,3.77902307,1
0.11,-15.07598508,198.6229712,-183.5469861,136.7092537,151.275796,-343.7405644,2.206611999,1
0.12,24.64437521,-204.2126033,179.5682281,52.18818676,95.0575614,53.00557095,3.073960368,1
0.13,-75.1581535,141.6120702,-66.45391665,-94.08805084,53.91646786,-110.3399555,3.857536521,1
0.14,120.407867,-63.89943662,-56.50843038,-36.74758718,-200.5577257,-59.19489907,4.305592613,1
0.15,-57.45258991,-87.55593336,145.0085233,122.1200282,212.3362869,27.48194401,4.45017206,1
0.16,49.18092955,142.6778168,-191.8587463,196.6439033,-53.89769766,396.5201025,5.624068141,1
0.17,55.16017732,-213.8884292,158.7282519,-44.77847229,98.76454443,254.4917555,4.412818146,1
0.18,-51.24094905,138.9574085,-87.71645942,-35.05358421,102.6196524,89.56517857,5.608651226,1
0.19,91.07790018,-23.93919309,-67.13870709,-202.0111935,-27.66340924,99.27235146,6.189760427,1
0.2,-48.53540987,-80.61764561,129.1530555,244.9190146,-3.83096503,-308.5334835,6.287095429,1
0.21,41.01563795,163.1786092,-204.1942471,181.3374645,93.2229075,290.290755,7.009271934,1
0.22,-15.98506336,-195.3323201,211.3173834,28.4061742,-104.6548426,299.9079535,8.379965121,1
0.23,-61.84162126,178.9187934,-117.0771721,81.59568125,-71.426127,255.9883132,9.404992538,1
0.24,64.60481232,-55.82082498,-8.783987341,168.6553042,114.5826117,59.32862195,10.00158488,1
0.25,-44.67916397,-83.07077434,127.7499383,12.66196644,244.6214925,264.8162707,10.61580403,1
0.26,-9.350045003,165.5086522,-156.1586072,10.93689737,203.6029734,509.0012049,11.46109118,1
0.27,-26.19150441,-199.6337877,225.8252921,29.85514985,-104.2507403,256.9677044,13.08888614,1
0.28,-31.3279351,116.3312644,-85.00332925,-4.431645206,108.350853,481.2645616,11.9639072,1
0.29,55.84653793,-50.84708842,-4.999449512,134.7789053,152.9981477,190.1039175,13.08021126,1
0.3,-52.48848717,-67.98682527,120.4753124,143.8826394,198.2366921,311.3542697,13.90142797,1
0.31,57.94795152,146.4493266,-204.3972781,119.5799537,-165.1496933,390.6254041,15.21799109,1
0.32,18.97841434,-197.2327798,178.2543654,67.47138884,84.89498516,349.9639876,14.11189753,1
0.33,-57.62353664,135.2082343,-77.58469771,-34.46712383,102.8181122,-201.5763541,15.03485653,1
0.34,61.99314428,-5.115225907,-56.87791837,57.97063873,195.4819469,-242.4276771,16.11333356,1
0.35,-72.91130795,-58.05458059,130.9658885,162.4061993,-183.3690989,-293.9166322,15.91945073,1
0.36,26.6951816,181.6654444,-208.360626,150.0575948,138.0452997,77.44029812,16.36683098,1
0.37,-1.486536209,-185.2909305,186.7774667,100.8111456,-39.95822492,-118.5329646,17.57264707,1
0.38,-46.92950205,144.1185964,-97.18909436,108.271983,6.060075973,-210.1123049,18.63603298,1
0.39,30.23062956,-5.968055292,-24.26257427,-5.75912191,203.815159,473.447088,17.6049949,1
0.4,-78.9942964,-54.79806668,133.7923631,216.8282989,-113.9538889,413.6672768,18.97052524,1
0.41,59.33364537,178.0881791,-237.4218245,-12.92268388,-203.4865862,35.60410598,20.10290996,1
