t,ia,ib,ic,vsq,vsd,speed,angle,output
2.53,-141.7356371,67.53592432,74.19971282,-240.1960935,0.618209991,147.9476905,99.46672731,1
2.54,191.7685586,4.255183613,-196.0237422,-84.97569471,209.6567373,-252.526979,99.03163321,1
2.55,-206.3130943,14.5064921,191.8066022,140.9369015,11.69571676,227.6048627,100.3793663,1
2.56,148.2422697,27.17991028,-175.42218,77.94153272,-34.27119478,-85.03289961,101.6271888,1
2.57,-40.65807378,-42.22138046,82.87945424,154.7456595,81.23846697,382.7891461,100.8450659,1
2.58,-94.71993425,70.35392148,24.36601277,226.3791958,80.29324529,122.696749,101.7370678,1
2.59,180.5264904,-55.37826811,-125.1482223,225.1734263,-21.76566716,280.9937221,102.6862842,1
2.6,-222.6715736,30.68439447,191.9871791,30.38639065,-138.1183089,206.5937803,103.8802188,1
2.61,157.8498994,7.721922695,-165.5718221,84.61723401,9.450980007,271.2421458,103.0666129,1
2.62,29.45867614,-98.68482623,69.2261501,-174.2018775,-14.12846453,-174.7707302,103.3018866,1
2.63,-114.4825078,89.48006445,25.00244336,203.5674714,-127.4944318,86.50477734,103.5329582,1
2.64,188.4469201,-50.79160549,-137.6553146,225.7780339,14.18081736,105.7575767,104.2173083,1
2.65,-208.6002973,23.61417273,184.9861246,88.42989819,-110.3637309,-58.35110954,105.3362763,1
2.66,96.49567087,64.14300123,-160.6386721,-70.62908394,47.54923569,396.9247017,104.0279508,1
2.67,-18.9084833,-48.39043432,67.29891762,-25.75913999,172.8651913,209.1861461,105.2486326,1
2.68,-103.6770815,40.80060001,62.8764815,-113.832991,211.5102733,262.4693235,106.0185353,1
2.69,171.2703946,-36.97986053,-134.2905341,142.8236739,-175.4372091,-376.0548062,106.0256652,1
2.7,-184.1569116,-35.53521079,219.6921224,27.52691069,138.7165065,-191.6703792,106.3395252,1
2.71,109.0284623,64.86010934,-173.8885717,-61.34217622,59.04688586,-6.940034487,107.212995,1
2.72,24.42760567,-102.8648132,78.43720749,-154.4119248,-81.8710273,91.92408264,107.9126263,1
2.73,-95.45779658,65.469567,29.98822959,229.0264604,-72.39769315,-296.7258541,108.1820064,1
2.74,179.7076459,-35.14038722,-144.5672587,37.58150974,223.0794618,354.1927994,108.5944047,1
2.75,-185.6592693,-51.97880492,237.6380743,-95.24372852,104.5400984,131.6833076,107.6766229,1
2.76,127.421229,39.56697196,-166.988201,5.851005325,84.94211588,106.2761005,109.0021001,1
2.77,26.99178339,-101.2304434,74.23865997,-168.161619,-47.6190881,-43.71458476,109.5363161,1
2.78,-180.0208488,91.86888847,88.15196036,-239.9730454,10.36740152,-95.20154291,110.472452,1
2.79,195.7583994,-17.24785111,-178.5105483,159.7356431,160.1915744,-221.7947735,111.8902657,1
2.8,-200.5597199,13.00902479,187.5506951,141.3579597,4.234054978,130.1314235,112.9589499,1
2.81,109.9466452,42.30540773,-152.2520529,59.78343113,60.62457155,-321.0028711,113.8918988,1
2.82,-28.46839825,-56.35876969,84.82716794,148.2067625,92.63186919,-56.64372067,113.3926414,1
2.83,-151.131212,91.18612397,59.945088,-223.337708,-88.40143514,14.48055104,113.5090265,1
2.84,232.4343446,-85.65309286,-146.7812517,-62.5919192,-217.3915082,-327.1169517,110.9789593,1
2.85,-233.1334178,-27.63491339,260.7683312,-140.8648471,-12.53374889,-25.98726109,107.4464628,1
2.86,104.5517128,89.7846884,-194.3364012,-84.94961147,-5.741151935,222.1377977,108.5753375,1
2.87,-7.110352121,-52.20448332,59.31483544,-94.40558034,147.0832895,291.9834931,109.8553464,1
2.88,-85.75358048,40.84989104,44.90368943,37.23066098,237.2939599,331.0340542,110.8932643,1
2.89,167.4857941,-43.27688762,-124.2089065,226.0729153,8.237300918,470.7613773,112.0778664,1
2.9,-187.8141647,-15.22643943,203.0406042,38.48730414,136.083531,343.1007396,111.0718461,1
2.91,122.8809568,34.21018726,-157.0911441,54.30953664,65.57340577,-231.3844026,112.2994283,1
2.92,-40.27618751,-55.99418158,96.27036909,166.4198271,53.38865789,208.6932845,111.8838894,1
2.93,-95.83203276,51.90143427,43.93059848,43.9186696,236.1476148,149.0729987,112.4711233,1
2.94,156.7485965,-29.22778308,-127.5208135,142.5976443,175.6209782,469.9711027,113.4355669,1
2.95,-182.4283997,-20.05378548,202.4821852,6.263249073,141.2825952,374.6917217,112.5848123,1
2.96,127.5569206,32.00921532,-159.5661359,55.84368391,64.27192451,-192.5888084,113.8761319,1
2.97,-36.69451447,-42.54056652,79.235081,133.1502288,113.2118555,355.0779426,113.3561337,1
2.98,-90.85376856,63.70134169,27.15242686,194.684458,140.6858463,162.7814276,114.2322099,1
2.99,176.8092873,-54.16645707,-122.6428302,225.4098558,-19.16280396,340.3555338,115.2497665,1
3,-156.2029607,-15.22648382,171.4294445,130.2594027,-55.0680308,-507.5972978,114.6372244,1
3.01,138.139238,86.2303886,-224.3696266,-31.68540884,-79.02804679,-254.6336332,111.43643,1
3.02,8.157407645,-44.92427965,36.76687201,70.75609984,159.8107693,-332.4692714,108.5314083,1
3.03,-117.3062745,43.8252446,73.48102995,191.5236945,144.9593736,-198.7280713,106.3726958,1
3.04,165.0936382,-14.55442723,-150.539211,-64.48859389,216.8364301,393.7792707,106.9096145,1
3.05,-187.9413521,-42.79364586,230.7349979,-96.8892166,103.0168904,260.0706669,106.1018627,1
3.06,132.5473934,33.45545431,-166.0028477,30.95716636,79.31614694,95.81699717,107.5071396,1
3.07,29.75533025,-108.2870599,78.53172966,-159.0176193,-72.52106177,-91.39468102,107.9275375,1
3.08,-114.4086893,94.32918206,20.07950727,184.435379,-153.8770175,218.798509,108.2792929,1
3.09,192.1024534,-52.57910019,-139.5233532,216.3393955,-66.13684376,14.38178284,109.0195503,1
3.1,-195.5577026,5.83387914,189.7238235,132.0221045,-50.69678426,-148.1745364,109.9165031,1
3.11,92.13995165,69.53476272,-161.6747144,-23.81714439,81.7443634,-375.5043366,110.4848248,1
3.12,-20.65535776,-54.95792261,75.61328037,88.68182296,150.603592,-91.71940502,110.1310465,1
3.13,-143.0199019,106.0177386,37.00216326,-126.6052472,-204.1216718,-82.27731538,110.2077521,1
3.14,195.1658899,-37.12599491,-158.039895,225.456181,-18.60985244,-168.1151721,110.5367643,1
3.15,-196.3077,-0.909892262,197.2175922,137.1812622,34.37006407,-42.86056664,111.3342667,1
3.16,98.75431699,67.60908173,-166.3633987,-41.69511384,74.23553594,-277.0381131,111.9985616,1
3.17,5.689832239,-44.74971591,39.05988368,-94.87439694,146.7813219,442.2470002,111.425345,1
3.18,-87.93263208,70.70267723,17.22995485,238.8688472,25.223389,313.6216258,112.7915513,1
3.19,195.7006308,-65.68670817,-130.0139226,162.003699,-157.8974911,124.2081637,113.8509086,1
3.2,-192.6047872,2.350248124,190.2545391,124.6560825,-66.78967803,-237.2440324,114.6601995,1
3.21,93.5568528,64.68762856,-158.2444814,5.140913055,84.98804814,-401.9108728,115.283196,1
3.22,-10.39491499,-56.63228564,67.02720063,53.13005332,166.5025678,-172.6409754,114.787612,1
3.23,-115.8056412,102.1925262,13.61311499,66.20832559,-230.8917564,-259.4134646,114.7115337,1
3.24,196.498415,-33.29651164,-163.2019033,100.6242596,202.6118815,64.11655804,114.9511032,1
3.25,-212.3777387,34.27320677,178.104532,90.37593174,-108.7758749,128.9330409,116.3274105,1
3.26,118.5941104,34.90226194,-153.4963724,10.01309246,84.55255935,415.2339503,115.2975608,1
3.27,-7.761377915,-56.65897032,64.42034824,-72.34818012,159.0963497,51.55038196,116.1744899,1
3.28,-146.9839564,77.65522646,69.32872996,-233.1729677,-57.66205587,106.8950911,116.6842361,1
3.29,172.2432563,-30.68624759,-141.5570087,224.4792872,28.03329758,-498.2626215,116.7683009,1
3.3,-182.4217142,-47.81550139,230.2372156,-15.4615405,140.5736133,-159.4565768,117.2587386,1
3.31,113.180393,58.45877766,-171.6391707,-51.4276146,67.85718658,38.09694217,118.2475533,1
3.32,24.30151038,-100.0816899,75.78017947,-162.894439,-63.33489864,69.05280833,118.937376,1
3.33,-95.801604,68.22124245,27.58036155,221.3792138,-93.19758179,-293.4674211,119.2006544,1
3.34,181.6333473,-36.76248734,-144.8708599,48.98780073,220.8551823,338.68113,119.602823,1
3.35,-186.9192379,-55.85942906,242.778667,-102.8291499,97.0884439,58.00413387,118.6533957,1
3.36,124.2469355,44.9121488,-169.1590843,-15.95544733,83.63504657,138.7811447,119.9333536,1
3.37,23.27780426,-92.04755331,68.76974905,-174.5097258,-9.605375076,-6.618032676,120.5871313,1
3.38,-97.14489855,75.54424355,21.600655,205.3523407,-124.5992043,-317.6254184,120.8081778,1
3.39,187.1954588,-37.2731415,-149.9223173,53.03276831,219.9189434,296.1578186,121.1782077,1
3.4,-181.7320485,-63.39020306,245.1222515,-103.8549301,95.99038234,-134.7155586,120.2215356,1
3.41,115.1047167,58.7772132,-173.8819299,-58.42874836,61.93124154,223.0573816,121.3622007,1
3.42,12.02691997,-74.30378274,62.27686277,-163.4934435,61.77217488,106.2685295,122.2619859,1
3.43,-149.3589062,80.93175205,68.4271542,-215.2858784,-106.5201206,104.028013,122.9131621,1
3.44,204.2151457,-28.09274897,-176.1223968,17.26830949,225.5628996,167.1962093,124.2797449,1
3.45,-144.3179699,-40.32832502,184.6462949,-52.2278991,131.4239193,469.4510056,125.0455416,1
3.46,140.2060429,28.17958148,-168.3856243,49.41645303,69.33549945,139.4752275,126.4184684,1
3.47,31.45767315,-107.2088599,75.75118671,-163.7907909,-60.9793774,-126.769703,126.7949628,1
3.48,-113.2175525,89.0365677,24.18098477,208.6802498,-118.9415776,89.62342518,127.0845311,1
3.49,188.2067253,-51.24608195,-136.9606434,226.0645943,8.462587426,111.4823644,127.7855806,1
3.5,-208.9359097,23.68064221,185.2552675,86.46512181,-111.9097078,-60.04898988,128.9026408,1
3.51,100.4371566,57.66928815,-158.1064448,-59.68481814,60.72165838,408.8887177,127.6402658,1
3.52,-16.63551602,-50.02074984,66.65626585,-37.74846086,170.6486488,183.1641909,128.7931336,1
3.53,-110.9196894,42.56132962,68.35835976,-155.4696471,183.094878,248.8923395,129.5279173,1
3.54,167.5745654,-10.06323024,-157.5113352,207.6913422,89.67230639,-367.1350057,129.263836,1
3.55,-199.3672101,-5.471581252,204.8387913,92.3282446,107.123738,74.39747943,130.0303346,1
3.56,111.3963017,52.23085946,-163.6271612,-6.808971096,84.8706971,-199.7556365,130.9560412,1
3.57,34.16201866,-75.84645497,41.68443632,-88.29500006,150.8307018,-323.8088483,131.8567491,1
3.58,-127.6472581,99.42964003,28.2176181,122.9758154,-206.3286077,148.6213548,131.9257358,1
3.59,192.1627235,-47.1638626,-144.9988609,226.2192678,1.288046931,-4.843937901,132.5059003,1
3.6,-198.2230017,10.38747426,187.8355274,129.8114504,-56.11583873,-96.70650904,133.4887948,1
3.61,96.61611012,60.12268941,-156.7387995,14.41356906,83.91451806,-380.2452379,134.1601741,1
3.62,-17.17581012,-55.22973812,72.40554824,86.51952231,151.8561158,-133.0556335,133.6894169,1
3.63,-128.6503625,107.1436311,21.50673139,-27.03635231,-238.6704447,-169.8957333,133.6591035,1
3.64,196.5876305,-34.71987429,-161.8677562,167.5489187,152.000579,-41.88717536,133.8939252,1
3.65,-202.0022843,18.50045028,183.501834,130.253968,-55.08088445,40.55966258,135.0576013,1
3.66,129.0035142,30.81333516,-159.8168494,85.03352738,4.323948991,-243.7001326,136.0684417,1
3.67,-33.99376667,-66.45312909,100.4468958,174.7732376,0.472295251,53.59294826,135.5227674,1
3.68,-121.2153441,54.50273663,66.71260751,-156.2541754,182.4258156,94.86430845,135.8100295,1
3.69,164.1926362,-13.54857252,-150.6440637,215.5685681,68.60764256,-396.8688852,135.5718846,1
3.7,-196.727412,-13.28231705,210.0097291,66.2904579,124.9222766,37.63362254,136.2576488,1
3.71,113.5291567,51.30092448,-164.8300812,-11.41844311,84.37426427,-148.1187458,137.2256121,1
3.72,34.76705269,-129.1855445,94.41849184,-110.7855787,-135.1756754,-204.4340375,137.6585781,1
3.73,-129.1064183,55.84027976,73.26613856,-79.71654622,226.5829159,-62.18609702,137.4733208,1
3.74,161.3496011,-25.32170072,-136.0279004,221.0651479,-48.03141214,-421.4581722,137.2731996,1
3.75,-189.086766,-30.46079977,219.5475657,24.47172129,139.2879566,-81.34909602,137.7499571,1
3.76,113.3091846,54.82440396,-168.1335885,-34.34774399,77.90782885,-54.96220406,138.7262266,1
3.77,23.74716666,-116.2485822,92.50141556,-116.3944677,-130.3772815,-12.32827497,139.2399337,1
3.78,-113.4056955,94.43065666,18.97503881,188.5060377,-148.8624173,212.8202318,139.6884968,1
3.79,191.9334611,-52.8524744,-139.0809867,216.8708846,-64.37263079,23.41679651,140.4334407,1
3.8,-196.0177715,6.938429148,189.0793423,129.7185269,-56.33030961,-147.5775387,141.3431896,1
3.81,93.33613759,66.54419165,-159.8803292,-11.20422416,84.40297788,-383.587837,141.9386357,1
3.82,-17.04224716,-55.61603501,72.65828217,76.48324934,157.1503109,-122.4214081,141.5271647,1
3.83,-130.7453932,107.206278,23.53911526,-41.57818981,-236.5709189,-155.8157919,141.5283798,1
3.84,196.5868784,-34.99650028,-161.5903782,179.9060126,137.1518968,-58.96274698,141.7692616,1
3.85,-200.9018621,15.81945349,185.0824086,134.1436988,-44.78245286,29.54325535,142.8921175,1
3.86,110.9369431,41.21104489,-152.147988,69.18909502,49.62122977,-328.4075021,143.7795836,1
3.87,-26.94474995,-56.64597785,83.5907278,150.602737,88.68327494,-79.64456829,143.2443784,1
3.88,-150.745641,98.58498502,52.16065595,-198.9384043,-134.6033314,-20.99225786,143.2996676,1
3.89,219.5201933,-73.83817722,-145.6820161,42.98561893,-222.1014469,243.3453602,143.8478029,1
3.9,-165.367674,-6.126713216,171.4943872,133.4527008,46.80145992,562.2484756,144.2980385,1
3.91,135.9052971,23.28042452,-159.1857217,79.88093215,29.46920414,-242.2013012,145.4175651,1
3.92,-34.11103561,-61.80994377,95.92097938,171.2199697,35.06607532,35.65716067,144.897719,1
3.93,-128.019682,57.86673181,70.15295019,-192.7381221,143.3407193,97.71788024,145.1790427,1
3.94,168.5718412,-3.159284062,-165.4125571,116.0642591,194.1800812,-345.4657257,144.8156796,1
3.95,-203.0551345,4.178787026,198.8763474,123.2573559,69.33703348,154.3724343,145.825054,1
3.96,108.6876577,49.22129356,-157.9089512,21.69138288,82.33396154,-286.3511844,146.7484191,1
3.97,-38.9561038,-56.5322761,95.4883799,161.9904809,65.61243582,145.3146214,146.4228066,1
3.98,-103.8881917,48.9359368,54.95225489,-52.33429648,234.4262506,144.9115167,146.9277621,1
3.99,193.3315379,-3.295695665,-190.0358422,-211.7447021,79.63037926,232.4262492,147.5198155,1
4,-213.4656323,40.44140787,173.0242244,106.7928894,-92.71072627,388.0001955,149.2734836,1
4.01,134.6428035,13.44565258,-148.088456,64.74071361,55.29952364,424.8921282,148.4707865,1
4.02,-4.909952697,-59.78013226,64.69008496,-73.43084296,158.5995553,-39.06712279,149.1595088,1
4.03,-136.1778151,104.0144746,32.16334052,-77.16133445,-227.4657645,-94.14355992,149.4206274,1
4.04,196.4272626,-36.86214923,-159.5651134,212.9553411,76.33373352,-101.5196001,149.7000378,1
4.05,-198.1570552,8.187397989,189.9696572,140.6051469,-15.1721016,-7.583006541,150.6924201,1
4.06,98.30798737,60.41355513,-158.7215425,-0.541891987,85.14166822,-348.9534953,151.3948163,1
4.07,-28.44273824,-54.76850326,83.21124151,127.518367,119.5197629,-32.40988059,151.0431484,1
4.08,-149.6874233,85.17933733,64.50808601,-233.183175,-57.62076396,40.82120647,151.2417996,1
4.09,195.9063737,-33.49605921,-162.4103145,13.08417895,225.8442393,327.9159528,152.5494444,1
4.1,-185.7676416,-53.01109108,238.7787327,-98.64266459,101.3391569,109.1585939,151.6506661,1
4.11,126.3319425,41.52428079,-167.8562233,-2.060050352,85.11846748,118.8514779,152.9611544,1
4.12,25.798766,-97.64523714,71.84647114,-171.709582,-32.58415399,-30.61468915,153.5407174,1
4.13,-117.9187384,105.406421,12.51231741,96.0774785,-220.1446426,-323.338069,153.9483785,1
4.14,197.5329109,-28.43018509,-169.1027259,95.78191818,204.9454569,15.96735447,154.215071,1
4.15,-209.4049368,31.60810923,177.7968276,104.4001348,-95.39712708,118.802889,155.5630286,1
4.16,100.1249553,54.70872481,-154.8336801,-57.82393345,62.49632017,420.6696816,154.3513539,1
4.17,-18.25748943,-49.4103898,67.66787922,-27.3638252,172.6184484,183.1723747,155.5117927,1
4.18,-110.5588524,42.81669332,67.74215912,-151.9684064,186.0111529,245.349133,156.2361976,1
4.19,166.9300245,-11.50651783,-155.4235066,216.0020634,67.2303858,-374.9999814,155.9938325,1
4.2,-198.2905029,-8.443265837,206.7337688,82.93368814,114.5513133,55.16675041,156.7126949,1
4.21,112.0345736,52.22720149,-164.2617751,-10.38220142,84.50803043,-178.8917328,157.6490323,1
4.22,50.53846349,-120.4740433,69.93557983,-163.7002096,-61.22212846,-278.5606386,158.2105187,1
4.23,-118.0783641,56.04437794,62.03398619,91.94194825,221.903636,-102.3747059,158.0764472,1
4.24,164.4279053,-7.106352392,-157.3215529,-92.19651193,206.583202,385.5277178,158.7132206,1
4.25,-195.3843083,-43.8563953,239.2407036,-114.1560981,83.47685462,210.1196316,157.8919796,1
4.26,129.6668455,38.4113784,-168.0782239,11.81114063,84.32018899,150.9162909,159.2851814,1
4.27,25.41644504,-94.71680429,69.30035926,-174.1181686,-15.12517816,-52.67795802,159.8491236,1
4.28,-139.0847483,119.8939844,19.19076387,-6.528884591,-240.1081406,-277.1966023,160.3412377,1
4.29,196.4699046,-27.44885758,-169.021047,166.1670843,153.5099875,-115.9894889,160.5952013,1
4.3,-200.3778553,14.66738942,185.7104659,139.1261773,-25.37531876,71.99469145,161.7062239,1
4.31,109.3772184,42.54021859,-151.917437,63.2655129,56.98133196,-329.5369388,162.6013846,1
4.32,-26.78656788,-56.17798134,82.96454922,145.8384616,96.3174479,-77.44529901,162.0810608,1
4.33,-150.7214609,98.55141225,52.17004867,-198.4440419,-135.3311042,-20.00659527,162.1483078,1
4.34,220.4894,-73.97636705,-146.5130329,38.26488888,-222.9632581,230.8530238,162.7026621,1
4.35,-212.2733162,27.05766595,185.2156503,59.15483112,-128.4550737,369.8184742,163.5167275,1
4.36,138.7913299,8.293882476,-147.0852124,71.39756399,46.38733846,439.7461964,162.6406389,1
4.37,-8.890874472,-57.60259632,66.49347079,-51.70722282,166.9499049,-28.7351539,163.3299909,1
4.38,-143.6697638,102.0926632,41.57710068,-132.8893076,-200.0874245,-46.40915371,163.6225998,1
4.39,195.069869,-40.19052972,-154.8793393,217.6196976,-61.79387819,-176.5746087,163.9924181,1
4.4,-195.4694117,-3.97696431,199.446376,132.7902717,48.64919068,-69.44046412,164.7149208,1
4.41,98.97159803,70.04211797,-169.013716,-51.37908781,67.89393677,-246.8939063,165.3716218,1
4.42,40.71562453,-83.1730072,42.45738267,-122.8590288,124.3043309,-332.1422805,166.3517828,1
4.43,-122.7176173,91.6427933,31.07482397,165.0736813,-174.4856019,30.68411809,166.428205,1
4.44,189.4138886,-47.07868287,-142.3352057,212.0593983,78.78850014,89.03471759,166.9759096,1
4.45,-209.5272301,26.26701672,183.2602134,91.35656673,-107.9535906,-11.85795004,168.161427,1
4.46,96.31833719,63.33449758,-159.6528348,-70.10665773,48.31618627,399.027151,166.8625287,1
4.47,-19.07496861,-48.33126405,67.40623266,-24.49579555,173.048732,208.7652799,168.0823118,1
4.48,-103.6787721,40.88486492,62.79390714,-113.7950439,211.5306917,262.0742014,168.8504332,1
4.49,171.1191899,-36.86510922,-134.2540807,144.0202648,-174.4562395,-376.5582336,168.8558083,1
4.5,-184.2022127,-35.37001407,219.5722268,27.19355523,138.7822415,-190.6706745,169.1707777,1
4.51,109.1687923,64.7943966,-173.9631889,-61.26854962,59.12327918,-7.275776034,170.0451596,1
4.52,24.4728927,-102.8707177,78.39782501,-154.1986738,-82.27196757,91.20345899,170.7438298,1
4.53,-95.27401537,65.10069205,30.17332332,229.8987072,-69.57822922,-298.7702652,171.0107877,1
4.54,179.6010459,-34.88344027,-144.7176057,35.68690927,223.3903773,355.8127179,171.424136,1
4.55,-185.5092633,-51.39411748,236.9033808,-94.29164066,105.3996513,140.0985181,170.5107435,1
4.56,127.833633,38.91372715,-166.7473601,8.438876876,84.72415636,103.0030174,171.8415789,1
4.57,27.26880173,-102.2404205,74.97161874,-166.8925522,-51.89203864,-48.96683831,172.361793,1
4.58,-138.5775544,53.89631676,84.6812376,-17.01276935,239.5936377,-139.7668556,173.6684884,1
4.59,160.7115903,-28.56879099,-132.1427993,216.0412354,-67.10440192,-422.3061216,173.4233186,1
4.6,-187.697945,-33.27996433,220.9779094,19.37286161,140.0881588,-106.8785212,173.8691482,1
4.61,112.7497242,56.42082638,-169.1705506,-40.51732957,74.88486708,-38.97845912,174.8343637,1
4.62,24.39543771,-112.9750553,88.57961761,-128.272769,-118.7097485,16.14114448,175.3920748,1
4.63,-176.1778837,70.29645719,105.8814265,-229.9661986,69.35483433,-268.0586029,173.3667393,1
4.64,174.3746569,-3.322724097,-171.0519328,59.3147096,218.3084547,-503.1619358,169.8800608,1
4.65,-176.4618639,-54.03907354,230.5009375,-12.44760552,140.8724853,-284.3123606,170.6711679,1
4.66,109.0984083,69.05111341,-178.1495217,-72.81153743,44.1347633,127.5337873,171.5602931,1
4.67,16.69108819,-81.03542304,64.34433486,-173.8505987,17.94093062,150.8819466,172.462865,1
4.68,-149.3295369,75.14629662,74.18324023,-224.9208113,-84.29219526,135.1923428,173.2038703,1
4.69,180.8781687,-56.37683779,-124.5013309,165.2964083,-154.4471222,-463.0557161,173.5358982,1
4.7,-177.5216295,-36.72358882,214.2452183,79.99910454,116.6196522,-378.0790184,173.9851076,1
4.71,103.6609578,90.13960537,-193.8005632,-85.06767174,3.590061101,48.03842563,174.5761976,1
4.72,16.39477508,-76.46375245,60.06897737,-173.4587182,21.4004842,254.0794573,175.609438,1
4.73,-103.9907488,30.21294631,73.77780249,-129.750255,202.1371239,354.9723325,176.6851394,1
4.74,173.8831792,-4.054561162,-169.828618,142.1651492,175.9712662,-298.03378,176.266805,1
4.75,-202.3316974,9.642621765,192.6890757,136.84076,35.70163037,155.6281789,177.3052827,1
4.76,108.2302569,45.69943639,-153.9296933,43.9553175,72.9200067,-315.6885194,178.2355618,1
4.77,-31.32017291,-56.41111919,87.73129209,149.9538203,89.77616288,-13.43639958,177.8000795,1
4.78,-145.0669668,74.97392052,70.09304628,-239.9017077,11.90445961,68.58609319,178.0182956,1
4.79,175.7018591,-0.432152485,-175.2697066,21.91888949,225.1585629,-385.9551214,177.6919789,1
4.8,-200.4442198,-8.969923727,209.4141435,74.53570002,120.18498,136.145996,178.685963,1
4.81,115.6619437,45.97350012,-161.6354438,13.14447006,84.12264987,-187.4533554,179.7094914,1
4.82,-11.10464104,-73.90344926,85.0080903,174.6485053,-6.618704928,-101.3474365,181.0860063,1
4.83,-151.0707967,98.24788113,52.82291557,-207.829594,-120.4217813,-24.00742574,181.0162044,1
4.84,229.7102761,-42.14942939,-187.5608467,-167.5680074,-151.9795351,-113.1688751,180.2324483,1
4.85,-184.3863394,12.10993489,172.2764046,132.3588872,49.81089227,551.8826525,178.8498971,1
4.86,160.184804,22.61208699,-182.796891,74.27418933,-41.62621905,-25.89942999,180.1911462,1
4.87,0.742235741,-34.08836693,33.34613119,-67.95534076,161.0216734,466.1040494,179.0132038,1
4.88,-91.39832068,76.14373152,15.25458916,239.5741665,-17.28479887,305.1527108,180.3801005,1
4.89,195.6203518,-63.80763692,-131.8127149,169.5269149,-149.7913258,87.79263955,181.3829277,1
4.9,-191.575553,0.237515662,191.3380374,131.8566189,-51.12564974,-228.1187497,182.1739467,1
4.91,88.85318986,76.41317331,-165.2663632,-44.34213466,72.68543463,-374.7555983,182.6753889,1
4.92,-20.31084053,-55.22852703,75.53936757,81.49328944,154.6116148,-86.34722812,182.3759035,1
4.93,-143.6970821,105.4725884,38.2244937,-131.6759727,-200.887988,-76.45391118,182.4706428,1
4.94,195.0690666,-37.93071054,-157.138356,223.4971958,-35.01170701,-174.7188938,182.811654,1
4.95,-196.0298874,-2.072406818,198.1022942,135.1803954,41.54829366,-51.35938492,183.577723,1
4.96,98.93572448,68.36060182,-167.2963263,-45.47340985,71.98309739,-264.3057293,184.2422754,1
4.97,-20.63373966,-57.32538546,77.95912512,174.4487036,10.65633343,-277.7642558,182.6320803,1
4.98,-170.3536241,116.1956044,54.15801963,-187.8252969,-149.7204173,-166.18901,182.5500427,1
4.99,197.1337065,-44.41584928,-152.7178572,164.012793,-155.8095629,-235.3252284,182.9627448,1
5,-192.0255565,-14.87114887,206.8967054,97.56728053,102.3749275,-121.7688777,183.4499109,1
5.01,103.8152341,68.63707911,-172.4523132,-59.23976292,61.15593023,-140.6679664,184.1907593,1
5.02,17.83648466,-121.2883833,103.4518986,-72.60378766,-158.9798656,-36.4542129,184.7179281,1
5.03,-107.056174,66.08112164,40.97505236,187.8643854,149.6713675,-20.5517154,184.9063025,1
5.04,174.110091,-46.97196238,-127.1381286,192.5865327,118.6896945,346.7302127,185.7763205,1
5.05,-172.910138,-68.08891334,240.9990513,-86.79895596,111.6509796,-206.1762465,184.6651638,1
5.06,111.7077476,64.3774123,-176.0851599,-68.77406018,50.19487981,221.7497175,185.7188479,1
5.07,9.882727803,-71.55600879,61.67328099,-160.308406,69.62127993,146.0817265,186.6767531,1
5.08,-138.4753298,57.10650538,81.36882438,-238.9612552,24.33236589,210.5077537,187.4560471,1
5.09,199.9305445,1.936375256,-201.8669197,-114.1824441,195.2925642,-145.1355081,186.9602276,1
5.1,-211.8105958,35.24450185,176.5660939,117.0296309,-79.39814534,266.7497951,188.5136876,1
5.11,116.0469196,33.67140169,-149.7183213,5.914410715,84.9377246,438.0948689,187.542103,1
5.12,-11.7940519,-54.34768002,66.14173192,-53.03854193,166.5317409,75.23534455,188.4607361,1
5.13,-141.1307349,66.92677341,74.20396148,-240.028162,9.001497886,146.9061524,189.0108456,1
5.14,191.6067275,4.33912034,-195.9458479,-83.86879072,210.1019803,-244.634277,188.5683423,1
5.15,-206.4501968,17.00086586,189.4493309,141.4147788,-1.363946223,231.9376753,189.937867,1
5.16,156.2586325,30.42315292,-186.6817854,66.34286108,-53.3668633,154.8555707,191.2283708,1
5.17,31.4232427,-106.8972758,75.47403308,-167.7740167,-48.9672029,-206.939788,191.2157186,1
5.18,-109.9824296,67.97040054,42.01202906,221.6507332,92.54997581,-44.81971526,191.2587834,1
5.19,177.8136756,-48.43137567,-129.3822999,195.704542,113.47488,301.2048647,192.0662205,1
5.2,-167.1812352,1.012172318,166.1690629,94.82768208,-104.9176378,-462.6091754,191.7152195,1
5.21,160.5994511,53.99269712,-214.5921483,12.24468732,-84.25832271,-160.3056587,188.2740429,1
5.22,12.27733292,-37.47313209,25.19579917,-101.3258501,142.4042827,473.1091412,186.812416,1
5.23,-89.13132878,72.37361635,16.75771243,240.1928271,-1.396906507,356.6635233,188.2175303,1
5.24,200.1784841,-66.8823714,-133.2961127,139.5401528,-178.0599953,69.92134422,189.2825147,1
5.25,-188.7445758,-6.319278837,195.0638547,139.4835686,-23.33096869,-254.8724345,189.976889,1
5.26,88.18481738,89.36380155,-177.5486189,-74.77083495,40.72738089,-300.2103539,190.3983071,1
5.27,-40.09183902,-52.25987834,92.35171736,150.3735631,89.07131499,237.6034982,190.3676236,1
5.28,-93.34359967,51.56779935,41.77580032,59.91862635,232.6033184,173.4412947,191.0279996,1
5.29,160.2274416,-35.47818472,-124.7492569,182.4300926,133.7762217,465.2462559,192.0394022,1
5.3,-183.1291207,-21.77322933,204.90235,6.801820369,141.2576909,347.5355958,191.1255818,1
