t,ia,ib,ic,isq,isd,vsd,vsq,ha,hb,hc,speed,angle,torque,output
7.1,-69.98636905,-116.6609386,186.6473077,115.0098295,-149.4527631,-235.6999757,66.67474384,0,1,1,-35556.74185,-64822.7685,80.98268186,1
7.11,114.0088152,134.3880373,-248.3968524,37.46186908,-245.8374305,-172.4646031,-108.7646412,1,0,1,-35627.06908,-65178.70405,30.88450566,1
7.12,-56.66781325,-72.14953348,128.8173467,24.05183758,126.8673026,14.15836965,107.5131963,1,0,1,-35702.19906,-65535.35397,8.641575255,1
7.13,14.48536681,-12.72568773,-1.759679087,-15.29804332,3.98499321,-107.5080929,14.19706946,0,1,0,-35772.27798,-65892.71644,-7.842491858,1
7.14,37.28077159,3.189650947,-40.47042253,-24.76738783,37.57436762,201.4246341,31.65285574,0,1,0,-35843.57925,-66250.78965,-11.65868286,1
7.15,-90.61124692,-34.47347649,125.0847234,-106.0756872,73.78766631,240.7292983,-45.27035384,1,0,0,-35914.76898,-66609.57177,-45.13870461,1
7.16,56.45846925,127.9782103,-184.4366796,185.6347183,-35.51991808,-135.9743996,151.9366617,1,1,0,-35984.52207,-66969.061,104.3172179,1
7.17,-55.73115883,-70.30012069,126.0312795,48.37270296,116.6821176,-8.378696021,108.1172709,1,0,1,-36056.11055,-67329.25545,17.99468019,1
7.18,9.802517205,38.79241096,-48.59492816,39.71082181,-32.62906149,8.831774396,-108.0812036,1,0,0,-36125.02576,-67690.15334,22.17218269,1
7.19,80.02363157,47.88945304,-127.9130846,12.01545775,-128.6918327,-192.4320033,-67.40705173,1,0,1,-36194.1088,-68051.7529,8.149212757,1
7.2,-148.2292775,-28.25349621,176.4827737,-107.1220475,-156.4260179,-17.79754247,-244.3015503,1,1,0,-36263.78321,-68414.05234,-76.360845,1
7.21,56.27494077,126.4042661,-182.6792068,183.522987,-36.47437369,-137.376344,150.670258,1,1,0,-36334.88621,-68777.04989,103.3491383,1
7.22,-39.8059802,-123.3073441,163.1133243,150.6209497,-79.0154751,-108.2876566,5.77323592,0,1,1,-36403.92379,-69140.74366,92.81734561,1
7.23,73.37964055,-47.63365068,-25.74598987,-29.17753367,-68.50498576,24.1931115,105.7082786,0,1,1,-36473.24033,-69505.13186,-17.59738553,1
7.24,3.140864744,51.06216195,-54.20302669,60.85533002,-0.283699541,36.76622657,200.5543096,1,1,0,-36543.10318,-69870.21279,31.52148218,1
7.25,-131.5770847,-73.1045714,204.6816561,-9.365103239,-207.2355024,-182.166327,-163.7541734,0,1,0,-36609.94104,-70235.98461,-7.269660519,1
7.26,77.77571705,126.2957701,-204.0714871,165.7176766,-122.3419607,-194.173278,62.21354057,1,0,0,-36679.87151,-70602.44558,111.0810172,1
7.27,-131.7397989,-61.73895233,193.4787512,-37.74379413,-194.0175405,16.1028732,-107.239192,0,1,0,-36747.56494,-70969.59386,-28.67599444,1
7.28,-2.589237004,26.54325339,-23.95401639,25.54959555,-14.27983662,-39.93112255,-100.8218839,1,1,0,-36817.89926,-71337.42775,13.68030702,1
7.29,68.2888826,-14.80545768,-53.48342492,-70.81508773,-12.13493115,152.8377149,-134.960807,0,1,1,-36886.2449,-71705.94548,-37.7277573,1
7.3,-77.21224213,-108.9224976,186.1347397,114.7589883,-147.6878331,-238.2149025,57.04086459,0,1,1,-36953.05063,-72075.1453,80.55328337,1
7.31,74.44071051,140.8776404,-215.3183509,149.3898382,-159.7371498,-201.0589796,33.89798279,1,0,0,-37020.92452,-72445.02543,107.1083255,1
7.32,-124.16355,-11.40886613,135.5724161,-138.3933238,-58.86459772,106.2034674,-21.91735238,1,0,0,-37089.70784,-72815.5841,-81.80194347,1
7.33,83.77851093,6.795876758,-90.57438769,-12.96357035,-100.0555223,103.2573576,33.12800802,0,0,1,-37156.77248,-73186.81962,-8.328955133,1
7.34,27.01476921,74.48321409,-101.4979833,61.40531923,-85.33646234,-168.1135741,115.3759624,1,0,0,-37224.37299,-73558.73022,38.324282,1
7.35,-67.3247469,-53.3433132,120.6680601,31.86744968,116.6636471,160.3614227,185.159969,1,0,1,-37293.416,-73931.31418,11.85544872,1
7.36,69.05065562,95.31245741,-164.363113,153.3108517,61.16297696,-58.23000071,195.4048452,1,1,0,-37360.17262,-74304.56975,67.65433184,1
7.37,-130.8449975,-14.57966967,145.4246671,-132.1523895,-90.49837144,99.14774659,-43.92346939,1,1,0,-37425.62833,-74678.49517,-83.33027075,1
7.38,71.8352427,-43.72622658,-28.10901612,-4.743724632,-72.24332674,61.922022,89.02364859,0,0,1,-37492.43635,-75053.0888,-2.8831394,1
7.39,100.1692226,18.42340081,-118.5926234,-27.61368586,-124.6160282,-129.4704695,-157.5156629,0,0,1,-37558.48733,-75428.34892,-18.58789868,1
7.4,-89.31214051,-106.5530809,195.8652214,89.82296968,-174.3390445,-244.9479244,0.71718171,0,1,1,-37624.39373,-75804.2738,66.03740964,1
7.41,164.6677137,32.03415891,-196.7018726,-124.5041253,-170.4530318,39.01119671,-200.1297405,0,0,1,-37690.70002,-76180.86168,-90.93101319,1
7.42,-58.22549636,-74.59779851,132.8232949,114.5594052,-67.87872353,-105.9485163,-23.11836319,0,1,1,-37757.78651,-76558.11094,69.00286975,1
7.43,36.71098134,49.67509589,-86.38607723,40.8841234,-76.46610719,71.40595997,-81.61333039,1,0,0,-37823.51285,-76936.01983,25.06399966,1
7.44,44.15973781,69.1102072,-113.269945,47.72642785,-103.7293458,-196.4151744,54.72536692,1,0,0,-37888.95621,-77314.58667,30.88254124,1
7.45,-70.08294278,-96.39729195,166.4802347,137.2848567,-95.39052196,-211.2258417,124.0308179,0,1,1,-37954.68591,-77693.80978,87.40478882,1
7.46,164.6741218,23.74764466,-188.4217665,-125.6962871,-162.2445566,51.86264345,-197.1903972,0,0,1,-38019.35309,-78073.68742,-90.51404801,1
7.47,-87.14936906,-77.64110033,164.7904694,81.45274302,-143.3578919,-72.51084011,-80.63327404,0,1,0,-38084.70142,-78454.21799,56.73433197,1
7.48,81.73656735,2.963687625,-84.70025498,-7.534778307,-95.84231408,103.7051269,31.69847734,0,0,1,-38150.1758,-78835.39975,-4.801395883,1
7.49,104.4414107,-5.045419431,-99.39599123,-58.10942563,-102.4629025,-40.99985016,-199.7318172,0,0,1,-38215.01226,-79217.23104,-37.50926829,1
7.5,-148.0044714,-20.69261498,168.6970863,-108.7795442,-148.4199693,-0.933189842,-244.9471967,1,1,0,-38279.30259,-79599.71021,-76.45549833,1
7.51,73.10509363,77.88425463,-150.9893483,67.85167124,134.9131108,72.18538027,190.6909998,0,1,0,-38346.32131,-79982.83559,23.69709018,1
7.52,-92.30130836,2.76412991,89.53717845,-100.0371402,31.96804781,88.87084775,62.14112356,1,0,0,-38409.8916,-80366.60548,-47.79013042,1
7.53,-3.515617129,-0.442811433,3.958428562,-1.196197928,-4.169609752,-98.74332905,-44.82523603,1,1,0,-38473.72551,-80751.01825,-0.625400594,1
7.54,6.57874002,64.1467945,-70.72553452,71.83067603,-30.77578343,-50.73463932,197.4836269,1,1,0,-38537.55182,-81136.07224,39.9398799,1
7.55,-60.06815213,-93.3164957,153.3846478,145.624127,-51.85506661,-165.3804623,180.6911805,0,1,1,-38601.32944,-81521.76576,84.80204395,1
7.56,138.5068936,43.24965703,-181.7565506,-173.8376895,-76.42348082,121.9031253,-163.4423891,0,0,1,-38664.86176,-81908.09717,-106.561896,1
7.57,-132.3996887,-56.79166668,189.1913554,-55.38368526,-186.0955149,28.61169592,-104.5988416,0,1,0,-38727.12793,-82295.06486,-41.53040914,1
7.58,60.14075298,-37.74087891,-22.39987407,-48.60769546,-36.50549165,-29.41395496,104.37608,0,1,1,-38791.98196,-82682.66717,-27.37482621,1
7.59,38.85520684,0.565087957,-39.4202948,-23.16627416,38.80714433,197.1006841,52.20255575,0,1,0,-38855.85633,-83070.90247,-10.86935368,1
7.6,-68.16398234,-50.01847961,118.1824619,30.82941569,114.5704784,157.0353074,187.9891279,1,0,1,-38919.51651,-83459.76915,11.5498103,1
7.61,144.9459374,85.07966679,-230.0256042,9.822663888,-232.4004102,-131.7723916,-155.595062,1,0,1,-38979.17006,-83849.26555,7.933330595,1
7.62,-64.3773562,-119.4952783,183.8726345,104.6270427,-154.5153372,-92.15320891,-57.16058873,0,1,1,-39042.79407,-84239.39007,74.33282035,1
7.63,86.87944326,-12.45304685,-74.42639641,-19.52207688,-91.90842287,90.03328726,60.44463584,0,0,1,-39105.91711,-84630.14105,-12.34423307,1
7.64,79.65165495,-16.98725553,-62.66439942,-75.83811901,-35.8947489,110.2685146,-171.5069713,0,1,1,-39168.88991,-85021.51693,-42.65262058,1
7.65,-107.4743707,-11.16166431,118.636035,-128.6872526,24.62002519,223.6742388,-99.84906063,1,0,0,-39231.73131,-85413.5161,-62.657078,1
7.66,79.40538152,92.799606,-172.2049875,161.3654218,-60.62639786,-179.4151667,96.87096817,1,0,0,-39293.11835,-85806.13698,95.73515896,1
7.67,-52.77230663,-50.13989188,102.9121985,80.38998668,64.27037041,-66.66873713,85.52675784,0,0,1,-39356.00553,-86199.37791,35.16343052,1
7.68,29.33051699,46.5004666,-75.83098359,43.22297621,-63.09026436,58.11373785,-91.55512159,1,0,0,-39416.6508,-86593.23735,25.77630929,1
7.69,87.89762354,38.0788962,-125.9765197,16.6578683,-128.1401608,-189.2612017,-75.85501996,1,0,1,-39477.63445,-86987.71368,11.28635411,1
7.7,-134.3116424,-64.34103336,198.6526757,-8.131170097,-202.5555027,-176.8134214,-169.5199517,0,1,0,-39538.3269,-87382.80535,-6.264328797,1
7.71,89.87676383,57.79803274,-147.6747966,-61.38464549,135.5831326,182.6264293,90.67179195,0,1,0,-39602.65459,-87778.51074,-21.38716248,1
7.72,-111.0012225,-30.35864019,141.3598627,-142.9525227,-41.41170229,105.9950662,-22.90399012,1,0,0,-39662.44357,-88174.82826,-81.3831291,1
7.73,18.51559844,-46.59437614,28.0787777,-26.59828459,-38.65296811,-89.43222979,61.3304418,0,1,0,-39723.33133,-88571.75635,-15.05087617,1
7.74,35.08463114,3.507181054,-38.5918122,-11.19354004,41.18751123,182.5236048,90.87860158,0,1,0,-39784.83754,-88969.29344,-5.218629693,1
7.75,-76.54320776,-37.40423684,113.9474446,-26.381585,113.1311265,216.0956126,115.3372715,1,0,1,-39846.06569,-89367.43799,-9.930882147,1
7.76,74.85220446,132.9495028,-207.8017073,151.1152019,-146.5293281,-199.846933,40.43500835,1,0,0,-39904.44167,-89766.18838,105.8544764,1
7.77,-59.1458072,-34.30210485,93.44791204,34.74585928,87.92595773,-29.92904738,104.2295493,0,0,1,-39966.72464,-90165.54301,14.17243311,1
7.78,-1.723646901,29.06829345,-27.34464655,31.22333107,-9.427680278,-57.40146526,-92.00336191,1,1,0,-40026.13396,-90565.50041,16.52918638,1
7.79,11.05226779,53.17230099,-64.22456878,68.32554449,-6.912375628,-5.068258489,203.8335087,1,1,0,-40086.21332,-90966.059,35.95608854,1
7.8,-69.26757745,-46.36112484,115.6287023,53.20353593,103.509818,108.4232793,219.6460619,0,0,1,-40146.97414,-91367.21721,20.66636805,1
7.81,90.15529402,105.7034711,-195.8587651,145.4424569,-131.4828108,-202.4213941,24.48194708,1,0,0,-40204.79122,-91768.97351,99.149657,1
7.82,-68.09316396,-15.85826071,83.95142467,-27.2567382,84.93766518,23.10038386,105.9524378,1,0,1,-40266.12497,-92171.32635,-11.21935844,1
7.83,8.738124171,-19.65421092,10.91608675,-18.15032423,-7.644273081,-108.0433924,9.282897324,0,1,0,-40324.80263,-92574.27424,-9.568125879,1
7.84,53.89053439,-14.4224918,-39.4680426,-52.19053354,19.73400899,201.9509182,-28.10005628,0,1,0,-40384.32281,-92977.81562,-25.72951326,1
7.85,-144.5735286,-2.476161169,147.0496898,-123.3066234,-114.6718877,68.48396412,-235.1806681,1,1,0,-40442.32795,-93381.94897,-81.47244891,1
7.86,106.5300463,35.52234289,-142.0523892,-132.8836996,64.81899141,203.3264296,-15.23645472,0,1,1,-40502.85615,-93786.67279,-58.03375314,1
7.87,-77.6599489,-74.49760612,152.157555,93.15604872,-120.32126,-84.66442253,-67.76047796,0,1,1,-40560.01779,-94191.98553,62.20783308,1
7.88,7.664785806,36.23833651,-43.90312232,36.45218416,-29.51053516,5.044249525,-108.3240618,1,0,0,-40619.46834,-94597.88567,20.21088245,1
7.89,17.51160168,23.6770006,-41.18860228,22.55991705,34.64421762,145.3829831,142.960046,0,1,0,-40678.50759,-95004.37169,10.70206406,1
7.9,-141.6130188,-4.212143457,145.8251623,-133.0031225,-99.33855016,90.92809733,-227.4468754,1,1,0,-40735.81215,-95411.44207,-85.33407327,1
7.91,143.7310501,28.59912048,-172.3301706,-171.1770447,-69.38703614,138.1206074,-149.9882806,0,0,1,-40794.3565,-95819.09529,-103.4277417,1
7.92,-47.51486228,-32.76039673,80.27525901,55.51304833,58.60873165,-62.56451324,88.5732945,0,0,1,-40853.33853,-96227.32988,24.67423449,1
7.93,24.66457768,-56.56284458,31.89826689,-18.14376179,-53.73640648,-65.48436274,86.43694264,0,1,1,-40910.30448,-96636.14435,-10.60834971,1
7.94,91.79916109,31.21409462,-123.0132557,15.70345348,-126.9219421,-184.4817129,-86.83480945,1,0,1,-40967.40732,-97045.53725,10.61582638,1
7.95,-74.83104711,-36.93115698,111.7622041,-8.145456087,113.5924397,195.6864859,147.3322749,1,0,1,-41027.02859,-97455.50705,-3.061523717,1
7.96,114.5589098,28.05968204,-142.6185919,-133.7921426,70.2407582,203.8848841,2.177278405,0,1,1,-41084.26801,-97866.05221,-57.52520727,1
7.97,-48.28793569,-25.37561213,73.66354782,35.56330225,65.85257272,-44.5974805,98.84640383,0,0,1,-41141.4554,-98277.1713,15.48554169,1
7.98,82.3967284,-32.82759652,-49.56913188,-25.62700052,-78.90439805,61.31250529,89.44452756,0,0,1,-41197.4158,-98688.86284,-15.78860765,1
7.99,22.06753632,29.74848347,-51.81601979,44.94908272,26.15617555,65.37487474,193.131852,1,1,0,-41255.3453,-99101.12536,21.79927546,1
8,-113.0695852,-81.02813945,194.0977246,55.05437602,-187.0432048,-231.5438418,-79.92151972,0,1,0,-41310.31353,-99513.95738,41.34858469,1
8.01,77.24115675,65.5058662,-142.747023,110.4827553,90.64314111,-24.72464543,202.3918932,1,1,0,-41369.49921,-99927.35741,44.68998282,1
8.02,-47.24071973,-48.78934339,96.03006312,89.06413508,35.9186898,-86.87227008,64.90574326,0,0,1,-41425.63948,-100341.324,42.10894194,1
8.03,67.51956969,-15.28841166,-52.23115803,13.87387825,-69.43579742,104.529086,28.86549846,0,0,1,-41481.15305,-100755.8557,8.383649921,1
8.04,77.65523173,-29.11888941,-48.53634232,-74.71868171,-23.94019169,157.1180266,-129.9527308,0,1,1,-41537.87642,-101170.9511,-40.90828092,1
8.05,-87.4042463,-13.21825795,100.6225042,-66.3283205,86.94804511,235.7878181,66.36343007,1,0,1,-41594.88792,-101586.6086,-27.13550224,1
8.06,101.5911189,117.781463,-219.372582,80.91308322,-204.1195199,-192.1412263,-68.23148588,1,0,1,-41648.36606,-102002.827,62.49412289,1
8.07,-50.12998499,-75.5685143,125.6984993,124.2298645,-24.14041755,-106.8151489,18.71017873,0,1,1,-41705.93194,-102419.6046,68.04656552,1
8.08,21.34085609,16.09696163,-37.43781773,15.30508558,-34.30030167,88.66063737,-62.44067743,1,0,1,-41761.47754,-102836.9401,8.577379775,1
8.09,80.18480777,42.49784556,-122.6826533,33.72748456,-119.9455123,-200.3262163,-37.98938771,1,0,1,-41816.29882,-103254.832,22.50675515,1
8.1,-80.67179113,-93.74314309,174.4149342,117.2636889,-129.3319371,-236.9574819,62.05764888,0,1,1,-41871.70937,-103673.2789,79.62512381,1
8.11,162.7527545,25.16050137,-187.9132559,-70.57894024,-191.4172083,-11.4901759,-203.5724991,0,0,1,-41926.3485,-104092.2794,-53.39358064,1
8.12,-38.02899596,-87.22584771,125.2548437,128.4331397,-0.693703145,-96.84869542,48.78398315,0,0,1,-41983.2692,-104511.832,66.59075169,1
8.13,-29.27640891,3.245850657,26.03055825,-12.1854483,-29.69293859,-80.09923665,-73.10033588,1,1,0,-42037.94061,-104931.9353,-6.758985313,1
8.14,42.85612555,-5.567305715,-37.28881984,-36.85886091,28.52174649,203.8666877,3.48714276,0,1,0,-42093.27683,-105352.5879,-17.76688728,1
8.15,-149.1126066,-31.63129774,180.7439044,-53.40935185,-185.5166284,-97.16131917,-224.8547933,1,1,0,-42146.12062,-105773.7884,-40.01133566,1
8.16,161.4658311,36.14411654,-197.6099476,-50.16820938,-204.3722573,-44.0760754,-199.0755788,0,0,1,-42200.50484,-106195.5353,-38.7638003,1
8.17,-80.25127436,-6.091699985,86.34297435,-74.13812426,61.578096,67.03000407,85.24391691,1,0,1,-42257.26637,-106617.8272,-32.67790078,1
8.18,78.67145065,-19.64985167,-59.02159899,1.451320022,-81.87675075,96.50481371,49.46076978,0,0,1,-42310.36253,-107040.6628,0.89953132,1
8.19,14.21607294,37.39035586,-51.6064288,49.58659568,19.58082784,68.72137617,191.9665569,1,1,0,-42365.37459,-107464.0407,24.45527231,1
8.2,-133.1733736,-58.43506161,191.6084352,12.94728692,-195.9798424,-190.5988164,-153.8573729,0,1,0,-42417.47666,-107887.9593,9.868458904,1
8.21,71.95300075,86.943196,-158.8961968,159.1214002,-1.811991791,-134.1668054,153.5351909,1,1,0,-42473.21566,-108312.4174,82.72425088,1
8.22,-50.2416984,-62.07217395,112.3138724,103.6187272,-43.86591696,-107.9956513,-9.822734869,0,1,1,-42526.5258,-108737.4135,59.30769804,1
8.23,60.88008376,-48.32494755,-12.55513622,4.869097601,-64.1028051,56.39896597,92.6212905,0,0,1,-42579.89227,-109162.9462,2.909871573,1
8.24,45.39322736,-7.831556967,-37.56167039,-40.82929898,26.23242235,203.8163411,-5.717134814,0,1,0,-42634.10216,-109589.0143,-19.79738957,1
8.25,-76.37384381,-25.3623776,101.7362214,-7.689438624,105.6339016,182.0848271,163.8447916,1,0,1,-42687.99766,-110015.6163,-2.966499997,1
8.26,121.7486578,90.97141972,-212.7200776,75.71531528,-199.5814835,-180.6714098,-94.50729176,1,0,1,-42738.65079,-110442.7508,58.05075743,1
8.27,-47.49849724,-58.1625284,105.6610256,104.5601905,16.41115737,-97.02888228,48.42460964,0,0,1,-42793.62124,-110870.4165,51.98093554,1
8.28,8.640560533,36.16737719,-44.80793772,35.08807347,-32.08042386,13.54457282,-107.5922458,1,0,0,-42846.09248,-111298.6119,19.56708765,1
8.29,16.61696432,56.24237986,-72.85934418,73.18154075,-21.82515325,-54.69562924,196.4234575,1,1,0,-42898.96713,-111727.3357,39.87353265,1
8.3,-76.99886596,-29.50502947,106.5038954,-15.7075696,108.8496218,197.5972605,144.7595339,1,0,1,-42952.55933,-112156.5866,-5.996767939,1
8.31,79.60247976,56.91875389,-136.5212336,84.95160057,107.6698191,9.367007013,203.6812355,1,1,0,-43005.08413,-112586.3631,32.55753661,1
8.32,-126.636998,-49.03650758,175.6735055,-22.51669472,-179.8929062,13.54271197,-107.5924801,0,1,0,-43055.04406,-113016.664,-16.7102324,1
8.33,-10.46478242,25.3401591,-14.87537668,2.992808089,-25.29132677,24.86868196,-105.5513878,1,0,0,-43108.64205,-113447.4878,1.643601048,1
8.34,53.75319835,-15.68174419,-38.07145416,-52.07808114,18.55746484,202.1415796,-26.69397519,0,1,0,-43161.09933,-113878.8333,-25.75054279,1
8.35,-79.76335388,-80.21821989,159.9815738,117.8926221,-108.1457469,-233.5306717,73.91498735,0,1,1,-43212.07356,-114310.6991,76.93506196,1
8.36,75.47044099,45.61854456,-121.0889855,77.98514672,94.22263291,-4.725530846,203.8417422,1,1,0,-43265.46047,-114743.0838,31.19641026,1
8.37,-46.57964435,-63.26869334,109.8483377,110.0797859,6.476069216,-100.0796818,41.75648585,0,0,1,-43316.53698,-115175.9861,56.08981918,1
8.38,81.25365711,-26.638769,-54.61488811,-7.347711447,-82.51700235,85.32097302,66.93189359,0,0,1,-43367.30016,-115609.4047,-4.55999868,1
8.39,63.97245322,-23.7889509,-40.18350231,-64.60726261,2.823147231,192.1677783,-68.15666879,0,1,1,-43419.45433,-116043.3382,-33.2143813,1
8.4,-83.03112302,-17.98148943,101.0126124,-51.1909165,94.83418626,227.0563215,91.89900354,1,0,1,-43471.41766,-116477.7854,-20.43884036,1
8.41,95.2227873,85.75091405,-180.9737014,126.5444209,-129.4909093,-203.8652076,-3.572625675,1,0,0,-43520.86205,-116912.7448,85.95209058,1
8.42,-50.16621732,-29.79929346,79.96551078,42.20854013,68.92889513,-46.81983893,97.81334009,0,0,1,-43573.41672,-117348.2152,18.21706827,1
8.43,-7.021788349,11.87089944,-4.849111086,9.761430222,-6.870679898,-78.82223177,-74.47551676,1,1,0,-43623.73928,-117784.1952,5.136411954,1
8.44,37.10429422,-4.678672396,-32.42562182,-14.99361655,37.53066985,174.300367,105.7977722,0,1,0,-43674.84611,-118220.6835,-7.058720649,1
8.45,-133.581255,8.820240318,124.7610147,-120.0361935,-88.97200875,110.5871473,-218.5645965,1,1,0,-43724.55269,-118657.6789,-75.46160133,1
8.46,142.1070215,-8.764637702,-133.3423838,-140.0466699,-75.85868935,152.2970608,-135.5706155,0,1,1,-43775.19462,-119095.1801,-85.74940578,1
8.47,-48.55316389,-26.03570188,74.58886576,35.89979362,66.6612012,-43.97503049,99.12488845,0,0,1,-43826.5836,-119533.1856,15.59583321,1
8.48,69.13860229,-50.59283,-18.54577229,-26.80285129,-66.36332917,16.51044274,107.1771995,0,1,1,-43875.79259,-119971.6943,-16.09354248,1
8.49,27.43139423,39.42824059,-66.85963482,66.76086258,-7.821302256,-60.13621806,194.8266455,1,0,0,-43926.40586,-120410.7048,35.20840948,1
8.5,-138.0942841,-44.58433077,182.6786148,-9.323064814,-190.2610327,-159.8293208,-185.6194716,0,1,0,-43974.8036,-120850.2158,-7.039527102,1
8.51,71.45285299,51.35855582,-122.8114088,103.2078799,67.56751624,-55.5120593,196.1942858,1,1,0,-44026.84446,-121290.226,44.71953467,1
8.52,-44.04222218,-25.06214255,69.10436474,35.20344702,60.46661628,-45.74476171,98.32071802,0,0,1,-44076.47316,-121730.7342,15.56547386,1
8.53,17.19194346,33.4549597,-50.64690316,32.70611493,-39.79423005,44.70922951,-98.79590889,1,0,0,-44125.31249,-122171.739,18.55362951,1
8.54,59.25672287,58.18892379,-117.4456467,51.17103422,-105.7136947,-201.3062455,32.39725354,1,0,1,-44174.24134,-122613.2392,33.23818064,1
8.55,-65.79663154,-74.29012455,140.0867561,127.9515711,-57.24282621,-193.2798713,150.4755507,0,1,1,-44224.06761,-123055.2335,75.37103056,1
8.56,137.8491762,62.50892751,-200.3581038,34.13295379,-202.1641962,-140.9216662,-147.3596638,1,0,1,-44271.92659,-123497.7205,26.27967507,1
8.57,-57.30087956,-35.40960356,92.71048311,-3.062201534,93.51790874,15.80410458,107.2836292,1,0,1,-44323.41843,-123940.6992,-1.227666145,1
8.58,29.97702776,-61.9824046,32.00537684,-0.421223888,-61.99203538,-29.41608201,104.3754805,0,1,1,-44371.21058,-124384.1681,-0.250622342,1
8.59,76.6986186,37.87213918,-114.5707578,43.61263241,-108.2907906,-202.9509193,-19.61404773,1,0,1,-44419.67753,-124828.126,28.46888315,1
8.6,-94.70800931,0.703803624,94.00420568,-96.01184158,51.50716757,244.8739824,-6.060753976,1,0,0,-44469.69053,-125272.5717,-43.52591752,1
8.61,146.7175561,32.82493396,-179.54249,-121.3962093,-147.7237599,46.3565008,-198.5569474,0,0,1,-44516.69943,-125717.5039,-85.21762021,1
8.62,-118.7907329,23.32986082,95.46087211,-82.58355597,-95.00257247,100.1234706,-41.65137999,1,1,0,-44565.57286,-126162.9213,-52.53827177,1
8.63,-26.94548964,-12.87687855,39.82236819,-16.02966866,-37.34763719,-102.5178633,-35.35017004,1,1,0,-44614.35217,-126608.8227,-9.044417561,1
8.64,27.28375449,44.30655418,-71.59030867,69.36000959,-20.27198235,-85.72335556,185.0007914,1,0,0,-44662.72405,-127055.2069,37.65689715,1
8.65,-60.84181265,-66.30833605,127.1501487,126.8846824,-8.797650231,-131.771063,206.4858033,0,1,1,-44710.95833,-127502.0725,67.07117554,1
8.66,135.8226066,69.74447686,-205.5670834,-22.43309915,-207.8702037,-101.06274,-177.087857,1,0,1,-44757.1403,-127949.4184,-17.43146055,1
8.67,-48.75679729,-43.09095188,91.84774917,68.8785808,60.8477669,-64.22082091,87.3798202,0,0,1,-44807.20848,-128397.2434,30.42242842,1
8.68,2.924452086,-22.55055244,19.62610036,-19.01398044,-15.49121196,-108.3907957,3.31394268,0,1,0,-44854.33412,-128845.546,-10.20961446,1
8.69,105.513101,-35.70595089,-69.80715015,-64.83431603,-85.54037967,45.78502237,-198.6895021,0,0,1,-44901.38852,-129294.3252,-40.48088677,1
8.7,-59.66133371,-62.10522441,121.7665581,121.7478057,2.560733755,-115.4914455,216.0132543,0,0,1,-44949.60655,-129743.5796,62.63001805,1
8.71,80.56096174,26.47415992,-107.0351217,3.992645433,111.4257754,95.94235794,179.9134527,0,1,0,-44997.64221,-130193.3082,1.51145838,1
8.72,-45.23817281,-40.0778827,85.31605552,69.82104787,49.11951548,-73.40932885,79.81614658,0,0,1,-45044.46341,-130643.5096,31.8606599,1
8.73,58.98707737,-11.85693121,-47.13014616,18.69848041,-59.53633645,107.4420117,14.68880338,1,0,1,-45090.71632,-131094.1826,11.06802973,1
8.74,94.90457438,-39.65979569,-55.24477869,-65.48646147,-69.27745305,84.09687449,-185.7458,0,1,1,-45137.64503,-131545.326,-39.55894779,1
8.75,-128.3408258,14.86113383,113.4796919,-126.0722376,-61.79831539,157.3277677,-187.7444367,1,0,0,-45184.62414,-131996.9386,-74.98074443,1
8.76,77.12542335,31.53438582,-108.6598092,30.04483862,107.6898759,60.22667186,194.7987025,0,1,0,-45232.51969,-132449.0192,11.51387424,1
8.77,-131.5774508,4.380399847,127.197051,-83.02696726,-124.2864629,84.46004753,-68.01505118,1,1,0,-45277.40593,-132901.5666,-55.85469065,1
8.78,54.03120407,-16.29280974,-37.73839433,17.81737549,-52.49015632,105.825094,23.67691491,1,0,1,-45324.46455,-133354.5795,10.38980546,1
8.79,30.28466465,38.6459584,-68.93062305,67.66503563,-14.00633758,-83.1757129,186.160112,1,0,0,-45371.16307,-133808.0568,36.20755443,1
8.8,-133.0999168,13.90155896,119.1983579,-123.7255082,-78.12420731,134.0603893,-205.0068585,1,0,0,-45416.97424,-134261.9973,-76.10591222,1
8.81,142.4666555,46.52094176,-188.9875973,6.130151714,-196.8432367,-107.545746,-173.2273045,1,0,1,-45462.00315,-134716.3998,4.679024403,1
8.82,-131.6902151,-20.3359273,152.0261424,-52.65350026,-156.4378983,49.66500957,-96.39986328,1,1,0,-45508.39566,-135171.263,-37.53428445,1
8.83,-18.33327877,-39.15483161,57.48811039,-5.770970807,-58.447336,-100.6129151,40.45476637,0,1,0,-45555.1056,-135626.5858,-3.408117651,1
8.84,25.22113815,13.52799225,-38.7491304,25.96594783,29.54388623,77.76029867,188.4863986,1,1,0,-45601.5597,-136082.3671,12.48310942,1
8.85,-62.56566651,-26.17197773,88.73764424,31.23379257,85.67566691,109.8642934,218.9288401,0,0,1,-45647.61573,-136538.6055,12.82761765,1
8.86,78.05829209,77.92706405,-155.9853561,135.0911116,-77.98607981,-195.6397601,57.43579698,1,0,0,-45692.03586,-136995.3001,83.07382348,1
8.87,-84.8662711,22.80284521,62.06342589,-87.6161287,-6.284559954,96.8993719,48.68324703,1,0,0,-45737.96563,-137452.4494,-46.0390453,1
8.88,71.18742934,-41.88212316,-29.30530618,-0.02737069,-71.55679415,69.53978641,83.2091637,0,0,1,-45782.73071,-137910.0525,-0.016611898,1
